Province,AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time
安徽,188.942856,142.259995,212.940002,27.969999,40.840000,1.400000,90.400002,2014-10-17

安徽,206.759995,156.759995,251.320007,32.310001,42.970001,1.710000,110.160004,2014-10-18

安徽,104.012497,78.209999,95.190002,17.650000,36.840000,1.220000,33.279999,2014-10-19

安徽,114.099998,86.279999,99.580002,15.340000,27.930000,1.340000,42.169998,2014-10-20

安徽,79.812500,58.849998,75.750000,27.570000,32.820000,1.060000,55.439999,2014-10-21

安徽,120.750000,91.599998,136.619995,36.669998,42.139999,1.220000,61.509998,2014-10-22

安徽,107.425003,80.940002,124.910004,19.740000,28.070000,1.210000,84.910004,2014-10-23

安徽,70.324997,51.259998,89.580002,17.559999,26.620001,1.050000,94.209999,2014-10-24

安徽,74.937500,54.950001,98.430000,21.370001,26.420000,1.070000,98.019997,2014-10-25

安徽,97.200005,72.760002,139.210007,25.709999,32.799999,1.160000,74.070000,2014-10-26

