Province,AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time

甘肃,12.514286,8.760000,8.890000,0.700000,0.580000,0.130000,81.720001,2014-09-09

甘肃,15.014286,10.510000,10.650000,0.600000,0.690000,0.120000,80.040001,2014-09-10

甘肃,24.800001,17.360001,17.549999,0.740000,0.650000,0.120000,70.040001,2014-09-11

甘肃,31.028570,21.719999,21.879999,1.280000,0.420000,0.150000,63.509998,2014-09-12

甘肃,32.085712,22.459999,22.600000,1.390000,0.340000,0.150000,79.080002,2014-09-13

甘肃,11.171429,7.820000,7.910000,0.710000,0.660000,0.140000,71.089996,2014-09-14

甘肃,23.000000,16.100000,16.240000,0.680000,0.630000,0.120000,64.919998,2014-09-15

甘肃,28.671429,20.070000,20.250000,0.750000,0.620000,0.120000,73.379997,2014-09-16

甘肃,27.714285,19.400000,19.570000,0.600000,0.590000,0.120000,64.559998,2014-09-17

甘肃,25.185713,17.629999,17.830000,0.710000,0.650000,0.120000,67.739998,2014-09-18

甘肃,18.471430,12.930000,13.100000,0.580000,0.650000,0.130000,68.470001,2014-09-19

甘肃,93.599998,69.879997,69.959999,0.660000,0.490000,0.140000,65.250000,2014-09-20

甘肃,62.687500,45.150002,45.250000,0.800000,0.370000,0.140000,72.160004,2014-09-21

甘肃,39.171429,27.420000,27.500000,0.500000,0.700000,0.140000,64.860001,2014-09-22

甘肃,26.299999,18.410000,18.510000,0.460000,0.740000,0.130000,62.560001,2014-09-23

甘肃,23.000000,16.100000,16.219999,0.450000,0.790000,0.120000,63.230000,2014-09-24

甘肃,12.371428,8.660000,8.780000,0.430000,0.650000,0.120000,62.570000,2014-09-25

甘肃,10.842857,7.590000,7.730000,0.540000,0.650000,0.120000,66.029999,2014-09-26

甘肃,16.742857,11.720000,11.930000,0.920000,0.530000,0.130000,64.660004,2014-09-27

甘肃,21.828571,15.280000,15.450000,0.700000,0.610000,0.130000,63.310001,2014-09-28

甘肃,23.571428,16.500000,16.629999,0.540000,0.650000,0.140000,48.810001,2014-09-29

甘肃,73.024994,53.419998,53.570000,0.540000,0.710000,0.140000,50.240002,2014-09-30

甘肃,10.314285,7.220000,7.420000,0.920000,0.490000,0.130000,65.190002,2014-10-01

甘肃,6.728571,4.710000,4.930000,1.360000,0.380000,0.140000,66.790001,2014-10-02

甘肃,8.228572,5.760000,5.980000,1.670000,0.370000,0.150000,64.839996,2014-10-03

甘肃,8.442857,5.910000,6.130000,1.390000,0.350000,0.150000,66.550003,2014-10-04

甘肃,6.342857,4.440000,4.670000,1.090000,0.460000,0.140000,57.599998,2014-10-05

甘肃,7.885714,5.520000,5.710000,0.920000,0.320000,0.140000,62.990002,2014-10-06

甘肃,7.842857,5.490000,5.740000,1.090000,0.470000,0.130000,60.189999,2014-10-07

甘肃,7.885714,5.520000,5.800000,1.270000,0.420000,0.130000,59.410000,2014-10-08

甘肃,27.857143,19.500000,19.670000,1.090000,0.420000,0.150000,61.080002,2014-10-09

甘肃,28.614286,20.030001,20.129999,1.080000,0.310000,0.170000,75.029999,2014-10-10

甘肃,4.250000,1.910000,2.060000,1.340000,0.360000,0.170000,76.269997,2014-10-11

甘肃,5.557143,3.890000,4.030000,0.840000,0.390000,0.150000,71.010002,2014-10-12

甘肃,9.857143,6.900000,7.080000,0.840000,0.310000,0.140000,72.059998,2014-10-13

甘肃,12.400001,8.680000,8.910000,1.260000,0.380000,0.140000,68.480003,2014-10-14

甘肃,7.600000,5.320000,5.480000,0.890000,0.350000,0.140000,73.400002,2014-10-15

甘肃,7.385715,5.170000,5.460000,1.540000,0.450000,0.140000,68.650002,2014-10-16

甘肃,6.771428,4.740000,4.980000,1.240000,0.380000,0.150000,66.980003,2014-10-17

甘肃,7.685714,5.380000,5.620000,1.150000,0.370000,0.140000,64.639999,2014-10-18

甘肃,14.871428,10.410000,10.690000,1.070000,0.340000,0.130000,57.470001,2014-10-19

甘肃,13.742857,9.620000,9.850000,0.860000,0.370000,0.130000,60.919998,2014-10-20

甘肃,11.928572,8.350000,8.550000,0.600000,0.400000,0.130000,57.430000,2014-10-21

甘肃,12.342857,8.640000,8.950000,1.360000,0.430000,0.130000,61.090000,2014-10-22

甘肃,11.142858,7.800000,8.090000,1.230000,0.350000,0.130000,58.939999,2014-10-23

甘肃,6.585714,4.610000,4.810000,0.910000,0.340000,0.130000,63.480000,2014-10-24

甘肃,3.750000,1.850000,2.070000,1.410000,0.360000,0.150000,67.620003,2014-10-25

甘肃,17.314285,12.120000,12.260000,0.780000,0.490000,0.150000,53.869999,2014-10-26

甘肃,43.371429,30.360001,30.730000,2.170000,0.770000,0.150000,41.369999,2014-10-27

甘肃,54.274998,38.419998,38.509998,1.500000,0.300000,0.170000,63.619999,2014-10-28

甘肃,20.585714,14.410000,14.490000,0.870000,0.310000,0.160000,64.500000,2014-10-29

甘肃,4.900000,3.430000,3.510000,0.710000,0.350000,0.150000,69.629997,2014-10-30

甘肃,3.928571,2.750000,2.940000,1.290000,0.440000,0.150000,68.279999,2014-10-31

甘肃,4.628572,3.240000,3.620000,2.400000,0.520000,0.170000,66.720001,2014-11-01

甘肃,6.314286,4.420000,4.710000,1.510000,0.400000,0.150000,65.529999,2014-11-02

甘肃,13.200000,9.240000,9.460000,0.930000,0.260000,0.140000,60.540001,2014-11-03

甘肃,15.357142,10.750000,10.990000,0.950000,0.260000,0.140000,57.880001,2014-11-04

甘肃,9.599999,6.720000,6.930000,0.940000,0.320000,0.150000,63.580002,2014-11-05

甘肃,6.000000,4.200000,4.480000,1.430000,0.310000,0.160000,70.089996,2014-11-06

甘肃,4.728571,3.310000,3.570000,1.200000,0.360000,0.160000,54.730000,2014-11-07

甘肃,10.042857,7.030000,8.020000,5.630000,1.150000,0.180000,43.849998,2014-11-08

甘肃,19.114286,13.380000,14.650000,7.750000,1.580000,0.190000,41.439999,2014-11-09

甘肃,5.428571,3.800000,4.130000,3.810000,0.820000,0.200000,50.869999,2014-11-10

甘肃,5.000000,3.260000,3.580000,3.000000,0.540000,0.200000,53.340000,2014-11-11

甘肃,4.500000,2.640000,2.870000,1.840000,0.400000,0.180000,50.430000,2014-11-12

甘肃,8.714286,6.100000,6.420000,1.750000,0.560000,0.180000,42.689999,2014-11-13

甘肃,7.285714,5.100000,5.480000,2.270000,0.640000,0.170000,54.639999,2014-11-14

甘肃,5.585714,3.910000,4.320000,2.470000,0.540000,0.170000,61.070000,2014-11-15

甘肃,3.750000,1.750000,1.980000,1.380000,0.340000,0.150000,72.889999,2014-11-16

甘肃,3.750000,1.580000,1.780000,1.130000,0.350000,0.150000,71.349998,2014-11-17

甘肃,3.500000,2.200000,2.420000,0.950000,0.300000,0.140000,62.080002,2014-11-18

甘肃,3.750000,2.100000,2.330000,1.980000,0.490000,0.150000,58.340000,2014-11-19

甘肃,4.000000,1.670000,1.860000,2.320000,0.470000,0.160000,59.599998,2014-11-20

甘肃,3.750000,1.490000,1.660000,1.410000,0.410000,0.150000,66.190002,2014-11-21

甘肃,3.750000,2.050000,2.330000,1.870000,0.550000,0.150000,61.529999,2014-11-22

甘肃,4.000000,1.940000,2.180000,1.650000,0.400000,0.160000,65.290001,2014-11-23

甘肃,4.000000,1.670000,1.890000,1.050000,0.290000,0.160000,55.000000,2014-11-24

甘肃,3.750000,1.570000,1.760000,0.880000,0.310000,0.150000,53.580002,2014-11-25

甘肃,4.000000,0.780000,0.880000,1.150000,0.410000,0.160000,65.930000,2014-11-26

甘肃,4.000000,2.510000,2.660000,1.040000,0.370000,0.160000,58.250000,2014-11-27

甘肃,6.457143,4.520000,4.740000,1.340000,0.510000,0.150000,60.310001,2014-11-28

甘肃,4.000000,1.860000,2.050000,1.670000,0.680000,0.160000,63.970001,2014-11-29

甘肃,3.750000,1.560000,1.700000,1.120000,0.530000,0.150000,64.830002,2014-11-30

甘肃,3.500000,1.810000,1.990000,0.950000,0.500000,0.140000,57.610001,2014-12-01

甘肃,3.500000,2.310000,2.530000,1.140000,0.450000,0.140000,59.180000,2014-12-02

甘肃,3.500000,2.080000,2.270000,1.070000,0.350000,0.140000,62.060001,2014-12-03

甘肃,3.500000,2.040000,2.240000,0.990000,0.510000,0.140000,56.020000,2014-12-04

甘肃,3.814286,2.670000,2.940000,1.330000,0.690000,0.150000,52.290001,2014-12-05

甘肃,6.285715,4.400000,4.850000,2.410000,0.900000,0.170000,48.900002,2014-12-06

甘肃,4.414286,3.090000,3.400000,1.560000,0.670000,0.170000,50.070000,2014-12-07

甘肃,4.500000,2.810000,3.100000,1.600000,0.900000,0.180000,44.540001,2014-12-08

甘肃,6.000000,1.530000,1.700000,1.860000,0.800000,0.240000,49.419998,2014-12-09

甘肃,5.250000,2.180000,2.410000,1.620000,0.810000,0.210000,50.830002,2014-12-10

甘肃,5.000000,2.080000,2.280000,1.370000,0.630000,0.200000,53.650002,2014-12-11

甘肃,4.750000,1.430000,1.570000,0.780000,0.470000,0.190000,56.189999,2014-12-12

甘肃,4.250000,1.860000,2.020000,0.790000,0.330000,0.170000,55.430000,2014-12-13

甘肃,5.257143,3.680000,3.990000,2.290000,0.800000,0.180000,54.560001,2014-12-14

甘肃,4.750000,2.020000,2.170000,1.640000,0.520000,0.190000,56.259998,2014-12-15

甘肃,4.500000,1.190000,1.300000,1.000000,0.490000,0.180000,60.869999,2014-12-16

甘肃,4.250000,1.570000,1.710000,1.130000,0.320000,0.170000,61.730000,2014-12-17

甘肃,4.000000,2.480000,2.690000,1.230000,0.310000,0.160000,57.910000,2014-12-18

甘肃,4.000000,2.140000,2.320000,1.140000,0.340000,0.160000,57.889999,2014-12-19

甘肃,4.250000,1.110000,1.210000,0.750000,0.200000,0.170000,62.549999,2014-12-20

甘肃,4.250000,0.860000,0.970000,0.650000,0.410000,0.170000,61.419998,2014-12-21

甘肃,4.000000,1.750000,1.950000,0.860000,0.470000,0.160000,54.230000,2014-12-22

甘肃,4.000000,1.870000,2.040000,0.800000,0.330000,0.160000,59.160000,2014-12-23

甘肃,4.000000,1.010000,1.150000,0.520000,0.350000,0.160000,48.209999,2014-12-24

甘肃,4.000000,2.550000,2.910000,1.300000,0.570000,0.160000,42.389999,2014-12-25

甘肃,4.042857,2.830000,3.090000,1.110000,0.340000,0.150000,56.270000,2014-12-26

甘肃,8.085714,5.660000,6.020000,1.680000,0.260000,0.160000,49.189999,2014-12-27

甘肃,4.857143,3.400000,3.650000,0.990000,0.270000,0.170000,51.990002,2014-12-28

甘肃,4.657143,3.260000,3.520000,1.010000,0.370000,0.170000,52.619999,2014-12-29

甘肃,4.250000,2.330000,2.530000,1.200000,0.460000,0.170000,48.070000,2014-12-30

甘肃,4.500000,0.650000,0.740000,0.590000,0.360000,0.180000,40.099998,2014-12-31

广东,144.437500,110.550003,143.660004,57.770000,54.290001,3.360000,41.139999,2014-01-01

广东,133.587509,101.870003,131.220001,45.660000,40.970001,2.530000,47.910000,2014-01-02

广东,146.099991,111.879997,132.580002,50.240002,37.340000,2.570000,58.570000,2014-01-03

广东,193.000015,145.100006,169.550003,56.119999,62.209999,2.710000,45.110001,2014-01-04

广东,155.414291,118.790001,154.690002,52.310001,49.709999,2.670000,45.950001,2014-01-05

广东,172.628571,130.839996,164.399994,48.310001,51.040001,2.500000,46.500000,2014-01-06

广东,228.889999,178.889999,192.720001,32.080002,44.689999,2.690000,45.290001,2014-01-07

广东,76.174995,55.939999,59.650002,34.090000,33.259998,2.470000,24.260000,2014-01-08

广东,66.762497,48.410000,57.580002,29.830000,22.950001,2.110000,34.220001,2014-01-09

广东,80.025002,59.020000,67.980003,30.070000,16.379999,2.280000,40.950001,2014-01-10

广东,115.212494,87.169998,101.190002,39.480000,23.860001,2.530000,34.270000,2014-01-11

广东,64.250000,34.930000,51.040001,34.790001,23.500000,2.570000,23.370001,2014-01-12

广东,64.250000,46.400002,62.520000,33.700001,27.370001,2.530000,27.230000,2014-01-13

广东,76.787498,56.430000,74.400002,38.830002,28.350000,2.290000,46.320000,2014-01-14

广东,106.199997,79.959999,96.000000,35.759998,32.950001,2.670000,55.220001,2014-01-15

广东,118.900002,90.120003,114.099998,31.719999,33.320000,2.570000,43.810001,2014-01-16

广东,123.737495,93.989998,115.910004,41.990002,38.639999,2.260000,45.340000,2014-01-17

广东,177.414291,134.190002,163.589996,34.470001,53.630001,2.630000,56.580002,2014-01-18

广东,136.537506,104.230003,135.979996,29.370001,34.389999,2.110000,51.590000,2014-01-19

广东,137.137497,104.709999,125.919998,33.360001,33.900002,2.020000,47.730000,2014-01-20

广东,122.462502,92.970001,123.080002,32.070000,39.689999,2.460000,51.889999,2014-01-21

广东,109.512497,82.610001,103.150002,30.100000,38.110001,2.480000,50.189999,2014-01-22

广东,120.325005,91.260002,104.860001,26.030001,36.660000,2.280000,54.869999,2014-01-23

广东,128.437500,97.750000,115.260002,17.809999,38.580002,2.230000,50.220001,2014-01-24

广东,196.285706,147.399994,170.179993,25.459999,49.419998,2.400000,40.000000,2014-01-25

广东,238.740005,188.740005,200.660004,39.340000,68.510002,3.660000,33.560001,2014-01-26

广东,198.071426,148.649994,156.449997,34.250000,33.680000,2.740000,57.830002,2014-01-27

广东,166.857147,126.800003,131.789993,24.020000,22.139999,1.930000,62.590000,2014-01-28

广东,122.299995,92.839996,104.720001,21.400000,18.730000,1.880000,58.610001,2014-01-29

广东,125.900002,95.720001,111.230003,24.260000,13.670000,1.810000,66.360001,2014-01-30

广东,133.900009,102.120003,125.470001,17.920000,9.020000,1.460000,72.449997,2014-01-31

广东,35.485714,24.840000,30.209999,14.730000,10.230000,1.060000,70.099998,2014-02-01

广东,49.628574,34.740002,38.910000,16.150000,14.190000,1.320000,61.529999,2014-02-02

广东,82.762497,61.209999,67.839996,16.680000,21.160000,1.460000,63.349998,2014-02-03

广东,99.125000,74.300003,83.599998,21.690001,22.490000,2.110000,35.169998,2014-02-04

广东,66.187500,47.950001,56.220001,19.129999,13.680000,2.240000,52.169998,2014-02-05

广东,53.662498,37.930000,43.630001,16.290001,13.420000,1.380000,55.750000,2014-02-06

广东,50.849998,35.680000,46.630001,21.410000,14.990000,1.620000,31.990000,2014-02-07

广东,57.750000,16.799999,26.469999,19.290001,12.590000,2.310000,24.760000,2014-02-08

广东,70.250000,12.430000,25.820000,16.629999,14.060000,2.810000,29.639999,2014-02-09

广东,69.000000,43.810001,50.279999,18.480000,11.850000,2.760000,45.840000,2014-02-10

广东,73.000000,45.430000,48.950001,21.150000,9.750000,2.920000,58.080002,2014-02-11

广东,74.637497,54.709999,56.369999,22.320000,9.660000,2.880000,56.070000,2014-02-12

广东,77.750000,42.330002,47.480000,18.830000,11.450000,3.110000,42.860001,2014-02-13

广东,74.000000,47.660000,53.369999,18.299999,10.040000,2.960000,56.349998,2014-02-14

广东,62.250000,33.880001,42.669998,13.770000,7.520000,2.490000,64.870003,2014-02-15

广东,61.750000,24.750000,32.619999,9.860000,13.550000,2.470000,37.070000,2014-02-16

广东,67.750000,26.580000,35.610001,14.660000,15.510000,2.710000,27.440001,2014-02-17

广东,75.750000,13.240000,25.280001,19.969999,15.740000,3.030000,31.500000,2014-02-18

广东,44.500000,24.459999,32.570000,21.070000,13.120000,1.780000,34.759998,2014-02-19

广东,54.150002,38.320000,52.740002,17.010000,16.139999,1.820000,50.930000,2014-02-20

广东,81.975006,60.580002,78.910004,31.230000,22.610001,1.510000,48.610001,2014-02-21

广东,69.400002,50.520000,57.389999,16.770000,16.879999,1.190000,58.950001,2014-02-22

广东,60.562500,43.450001,54.419998,13.540000,14.760000,1.690000,74.339996,2014-02-23

广东,90.625000,67.500000,81.360001,20.920000,19.530001,2.150000,62.020000,2014-02-24

广东,69.937500,50.950001,53.709999,9.750000,16.480000,0.780000,57.830002,2014-02-25

广东,53.660000,37.349998,57.320000,23.920000,24.480000,1.430000,33.130001,2014-02-26

广东,79.699997,58.759998,73.410004,25.260000,20.590000,1.460000,59.209999,2014-02-27

广东,92.425003,68.940002,75.050003,16.120001,16.910000,1.230000,54.959999,2014-02-28

广东,70.887497,51.709999,55.759998,22.530001,16.379999,0.830000,39.980000,2014-03-01

广东,33.970001,16.100000,33.970001,24.760000,16.580000,1.240000,27.969999,2014-03-02

广东,32.509998,18.160000,32.509998,21.780001,13.680000,1.120000,33.939999,2014-03-03

广东,40.250000,22.340000,39.459999,18.440001,13.860000,1.610000,31.540001,2014-03-04

广东,45.020000,26.139999,45.020000,22.860001,11.300000,1.600000,45.529999,2014-03-05

广东,45.950001,32.090000,45.950001,25.450001,15.780000,1.590000,38.000000,2014-03-06

广东,30.000002,12.830000,27.500000,18.730000,12.530000,1.200000,36.709999,2014-03-07

广东,37.750000,12.630000,26.340000,14.660000,12.570000,1.510000,37.599998,2014-03-08

广东,37.557144,26.290001,37.310001,21.780001,10.220000,1.430000,49.900002,2014-03-09

广东,57.350002,40.880001,47.290001,13.630000,8.440000,1.050000,63.560001,2014-03-10

广东,30.557142,21.389999,29.030001,10.640000,10.710000,0.770000,56.660000,2014-03-11

广东,44.142857,30.900000,34.389999,14.770000,12.290000,1.080000,51.650002,2014-03-12

广东,63.587498,45.869999,58.689999,35.480000,15.940000,1.260000,47.419998,2014-03-13

广东,88.812500,66.050003,73.320000,34.490002,18.129999,1.450000,61.000000,2014-03-14

广东,92.050003,68.639999,75.860001,37.430000,18.540001,1.250000,57.230000,2014-03-15

广东,73.900002,54.119999,55.180000,17.070000,12.810000,0.980000,52.810001,2014-03-16

广东,73.837502,54.070000,58.480000,29.040001,16.860001,1.250000,55.919998,2014-03-17

广东,94.949997,70.959999,77.970001,24.190001,14.700000,1.160000,61.869999,2014-03-18

广东,81.875000,60.500000,66.930000,20.950001,17.920000,1.080000,60.790001,2014-03-19

广东,77.324997,56.860001,74.400002,27.469999,17.510000,1.260000,37.959999,2014-03-20

广东,60.275002,43.220001,53.230000,23.120001,12.860000,1.140000,63.820000,2014-03-21

广东,66.574997,48.259998,50.049999,25.639999,14.600000,1.170000,63.160000,2014-03-22

广东,104.425003,78.540001,82.339996,29.750000,18.340000,1.580000,67.540001,2014-03-23

广东,115.587502,87.470001,111.379997,33.820000,22.719999,1.690000,82.279999,2014-03-24

广东,63.437500,45.750000,53.200001,15.760000,17.600000,0.780000,88.559998,2014-03-25

广东,79.800003,58.840000,69.139999,26.969999,17.730000,1.040000,84.650002,2014-03-26

广东,92.224998,68.779999,78.160004,23.820000,16.420000,1.130000,102.610001,2014-03-27

广东,42.342857,29.639999,30.500000,12.120000,14.960000,0.650000,49.889999,2014-03-28

广东,52.575001,37.060001,37.610001,24.219999,16.620001,1.190000,57.020000,2014-03-29

广东,77.199997,56.759998,63.750000,21.840000,15.700000,1.410000,62.160000,2014-03-30

广东,46.271427,32.389999,34.259998,16.670000,12.090000,0.990000,50.820000,2014-03-31

广东,53.437500,37.750000,46.810001,16.770000,9.860000,1.160000,69.800003,2014-04-01

广东,72.275002,52.820000,57.160000,18.920000,13.710000,1.450000,63.000000,2014-04-02

广东,65.912498,47.730000,56.130001,22.760000,11.140000,1.500000,70.660004,2014-04-03

广东,75.412506,55.330002,65.750000,30.490000,18.670000,1.670000,65.910004,2014-04-04

广东,89.987495,66.989998,76.269997,27.570000,17.059999,1.390000,72.190002,2014-04-05

广东,86.850006,64.480003,62.950001,20.330000,17.299999,2.000000,69.040001,2014-04-06

广东,59.162502,42.330002,42.680000,13.180000,10.720000,1.410000,61.480000,2014-04-07

广东,56.799999,40.439999,49.020000,14.530000,10.760000,1.930000,67.330002,2014-04-08

广东,65.824997,47.660000,58.240002,19.959999,9.790000,1.970000,71.570000,2014-04-09

广东,66.000000,47.799999,57.700001,15.310000,11.900000,1.660000,73.300003,2014-04-10

广东,44.328571,31.030001,36.560001,7.560000,9.800000,0.680000,79.570000,2014-04-11

广东,43.457142,30.420000,35.720001,10.700000,10.900000,0.750000,70.129997,2014-04-12

广东,76.537498,56.230000,69.440002,26.740000,10.500000,1.270000,70.430000,2014-04-13

广东,49.471432,34.630001,47.029999,19.990000,7.980000,1.860000,84.470001,2014-04-14

广东,71.599998,52.279999,56.740002,17.280001,9.220000,1.160000,83.790001,2014-04-15

广东,48.957142,34.270000,38.900002,8.180000,8.150000,0.690000,86.599998,2014-04-16

广东,49.171425,34.419998,40.090000,13.770000,10.350000,0.840000,87.680000,2014-04-17

广东,65.750000,47.599998,56.599998,21.600000,15.050000,1.110000,97.489998,2014-04-18

广东,60.137501,43.110001,50.000000,25.910000,15.460000,1.130000,96.680000,2014-04-19

广东,54.375000,38.500000,53.290001,23.080000,8.980000,1.440000,69.489998,2014-04-20

广东,66.287498,48.029999,58.610001,23.709999,14.400000,1.630000,68.779999,2014-04-21

广东,52.612499,37.090000,49.369999,19.139999,6.650000,1.180000,67.830002,2014-04-22

广东,47.750000,31.510000,43.529999,15.440000,7.870000,1.910000,64.989998,2014-04-23

广东,42.228569,29.559999,36.980000,8.960000,7.050000,1.080000,61.750000,2014-04-24

广东,44.628571,31.240000,33.939999,7.440000,8.600000,0.890000,54.669998,2014-04-25

广东,58.112503,41.490002,54.130001,24.799999,18.320000,1.790000,36.020000,2014-04-26

广东,50.987503,35.790001,51.740002,35.900002,14.020000,1.540000,52.209999,2014-04-27

广东,61.125000,43.900002,52.529999,27.129999,9.660000,1.830000,73.260002,2014-04-28

广东,62.424999,44.939999,52.799999,24.280001,8.920000,1.610000,73.720001,2014-04-29

广东,48.142857,33.700001,42.779999,11.700000,8.510000,1.140000,67.970001,2014-04-30

广东,59.699997,42.759998,52.000000,26.450001,11.260000,1.810000,73.959999,2014-05-01

广东,55.037498,39.029999,51.880001,24.230000,12.150000,1.920000,76.910004,2014-05-02

广东,65.562500,47.450001,59.180000,26.129999,10.600000,1.720000,86.919998,2014-05-03

广东,60.375000,43.299999,52.900002,18.719999,15.780000,1.820000,59.590000,2014-05-04

广东,44.680000,28.620001,44.680000,18.940001,8.830000,1.500000,62.490002,2014-05-05

广东,56.887497,40.509998,51.610001,18.530001,9.580000,1.280000,59.790001,2014-05-06

广东,48.728573,34.110001,46.910000,13.210000,16.330000,1.470000,48.509998,2014-05-07

广东,47.928570,33.549999,42.799999,15.230000,14.200000,1.480000,47.680000,2014-05-08

广东,35.899998,25.129999,27.910000,4.550000,6.430000,0.660000,58.919998,2014-05-09

广东,16.000000,11.070000,12.960000,10.550000,10.170000,0.640000,41.070000,2014-05-10

广东,34.714283,24.299999,30.590000,21.209999,17.120001,1.140000,34.529999,2014-05-11

广东,57.900002,41.320000,55.130001,28.670000,11.190000,1.770000,51.669998,2014-05-12

广东,60.187500,43.150002,51.919998,20.490000,13.340000,1.590000,61.930000,2014-05-13

广东,31.871428,22.309999,25.750000,15.990000,12.330000,1.090000,68.360001,2014-05-14

广东,50.762501,35.610001,48.490002,23.629999,5.990000,1.530000,77.099998,2014-05-15

广东,63.962498,46.169998,57.759998,26.150000,8.240000,1.100000,80.029999,2014-05-16

广东,26.299999,18.410000,21.639999,17.540001,13.840000,0.880000,38.349998,2014-05-17

广东,79.800003,58.840000,67.349998,19.760000,9.640000,1.040000,78.559998,2014-05-18

广东,53.862499,38.090000,50.830002,18.420000,6.930000,0.810000,78.839996,2014-05-19

广东,64.025002,46.220001,62.880001,21.709999,7.040000,1.300000,74.349998,2014-05-20

广东,50.837498,35.669998,48.709999,19.250000,9.610000,1.220000,71.449997,2014-05-21

广东,16.500000,9.810000,11.600000,13.390000,11.160000,0.660000,42.360001,2014-05-22

广东,33.399998,23.379999,28.260000,11.940000,8.140000,0.670000,63.180000,2014-05-23

广东,26.357143,18.450001,20.510000,13.230000,12.360000,0.880000,39.830002,2014-05-24

广东,24.571430,17.200001,18.400000,11.130000,8.990000,0.760000,50.290001,2014-05-25

广东,59.162502,42.330002,50.730000,18.660000,5.950000,0.640000,80.900002,2014-05-26

广东,75.212494,55.169998,79.070000,18.240000,6.050000,1.190000,78.279999,2014-05-27

广东,65.349998,47.279999,68.089996,18.240000,9.200000,1.170000,68.339996,2014-05-28

广东,56.912498,40.529999,53.599998,14.510000,6.940000,0.860000,80.290001,2014-05-29

广东,50.174999,35.139999,41.130001,16.420000,10.560000,0.770000,77.720001,2014-05-30

广东,34.257141,23.980000,27.920000,13.990000,11.490000,0.670000,76.430000,2014-05-31

广东,26.528570,18.570000,22.930000,15.940000,9.940000,0.620000,67.809998,2014-06-01

广东,39.685715,27.780001,33.080002,21.020000,12.200000,0.720000,66.269997,2014-06-02

广东,46.669998,31.330000,46.669998,14.690000,6.690000,0.880000,70.110001,2014-06-03

广东,55.612503,39.490002,54.439999,16.820000,9.010000,1.080000,67.300003,2014-06-04

广东,56.399998,40.119999,48.970001,12.980000,8.430000,0.670000,79.209999,2014-06-05

广东,50.537498,35.430000,45.980000,13.560000,8.380000,0.680000,73.769997,2014-06-06

广东,51.700001,36.360001,50.150002,14.670000,8.370000,1.150000,64.059998,2014-06-07

广东,84.349998,62.480000,74.629997,16.730000,7.380000,1.410000,75.510002,2014-06-08

广东,65.700005,47.560001,57.779999,14.920000,7.320000,1.380000,78.099998,2014-06-09

广东,46.442856,32.509998,42.090000,11.610000,6.470000,1.150000,68.610001,2014-06-10

广东,64.687500,46.750000,49.639999,12.370000,6.720000,1.340000,75.110001,2014-06-11

广东,72.237503,52.790001,61.209999,19.299999,11.070000,1.510000,75.919998,2014-06-12

广东,80.287498,59.230000,72.580002,26.590000,15.990000,1.420000,84.300003,2014-06-13

广东,94.587494,70.669998,84.570000,24.250000,13.180000,1.600000,84.470001,2014-06-14

广东,77.375000,56.900002,67.489998,13.820000,9.260000,1.530000,69.089996,2014-06-15

广东,54.899998,38.919998,49.090000,10.410000,9.230000,1.130000,67.760002,2014-06-16

广东,65.125000,47.099998,63.360001,16.709999,9.010000,1.080000,78.559998,2014-06-17

广东,82.662498,61.130001,72.150002,24.200001,10.150000,1.150000,81.000000,2014-06-18

广东,38.985714,27.290001,32.349998,16.290001,10.200000,1.050000,68.639999,2014-06-19

广东,27.371428,19.160000,22.610001,15.490000,10.500000,0.930000,56.169998,2014-06-20

广东,20.485714,14.340000,19.760000,10.940000,8.800000,0.730000,50.529999,2014-06-21

广东,41.250000,26.190001,41.250000,21.170000,12.630000,1.630000,47.820000,2014-06-22

广东,45.500000,25.840000,39.480000,15.950000,9.470000,1.820000,46.099998,2014-06-23

广东,35.700001,24.980000,35.700001,13.060000,8.200000,1.310000,59.040001,2014-06-24

广东,26.700001,18.690001,24.190001,7.620000,8.780000,0.450000,54.180000,2014-06-25

广东,29.385714,20.570000,25.629999,13.980000,11.130000,0.430000,66.510002,2014-06-26

广东,36.628571,25.639999,32.439999,14.710000,9.830000,0.510000,72.690002,2014-06-27

广东,79.650002,58.720001,69.720001,18.440001,7.270000,0.540000,99.510002,2014-06-28

广东,71.000000,51.799999,65.480003,17.100000,7.860000,0.940000,86.900002,2014-06-29

广东,31.250000,20.480000,30.070000,7.450000,7.040000,1.250000,59.189999,2014-06-30

广东,18.271429,12.790000,17.959999,3.980000,7.110000,0.710000,48.209999,2014-07-01

广东,27.728571,19.410000,25.650000,12.990000,7.720000,0.360000,80.889999,2014-07-02

广东,31.700001,22.190001,28.629999,14.090000,7.680000,0.450000,73.239998,2014-07-03

